#OTU ID	ExtrCTRL	NTC	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	Consensus Lineage
ZOTU205	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	1	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1634	1	0	0	1	0	0	22	0	0	1	0	0	0	1	0	0	0	0	0	0	7	10	4	0	0	3	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	19	0	16	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	1	0	0	0	0	600	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1377	1	0	4	2	5	0	6	19	4	2	0	0	0	0	0	0	1	9	3	4	12	12	1	18	18	11	6	20	17	0	3	0	5	2	4	21	2	0	0	18	0	0	8	7	13	9	7	91	6	1	0	3	1	13	36	2	3	2	0	7	7	0	3	20	12	7	10	3	0	18	15	0	4	8	8	0	0	0	0	13	0	2	30	1	6	0	7	6	5	8	4	6	0	1	2	11	0	2	0	0	11	1	1	60	6	4	6	50	40	9	0	7	7	1	1	1	0	0	1	0	0	149	0	0	0	19	17	9	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1855	1	0	2	2	25	11	17	9	0	2	0	0	14	0	1	0	10	6	11	1	5	1	31	59	5	62	1	71	2	0	8	0	23	30	1	0	0	38	0	0	8	17	7	1	0	82	3	36	2	10	3	0	0	0	0	3	78	13	6	0	0	0	0	0	3	15	1	19	0	0	10	0	1	0	2	0	14	0	0	3	0	0	0	1	0	0	0	8	3	14	0	14	0	0	0	0	48	3	0	6	0	21	0	0	441	0	6	0	0	0	0	0	0	0	0	1	0	1	1	0	39	0	0	0	0	0	1	22	 k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__; s__
ZOTU952	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	27	5	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	22	75	110	0	0	1	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	128	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU52	1	1	9	18	4	30	8	14	7	0	1	47	0	4	6	0	4	0	3	8	7	50	13	19	69	14	38	4037	3	6	7	1	7	2	0	2	7	0	44	5	1	7	12	8	50	8	4	28	2	6	3	6	0	29	0	8	0	0	0	9	0	41	0	0	0	12	4	18	0	23	2	0	30	0	0	1	1	3	0	12	0	0	18	11	0	2	30	20	10	17	11	9	12	1	10	77	1	1	12	15	22	14	70	118	131	0	11	75	0	0	11	7	21	0	1	2	0	110	40	0	26	0	11	34	11	1	28	2	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU243	1	0	4	11	28	82	17	66	25	12	1	249	1	2	36	2	5	0	0	1	1	1	2	1	2	5	14	24	0	0	1	1	0	0	0	9	0	0	0	0	0	3	6	16	1	62	6	896	2	4	27	1	1	2	83	7	62	23	46	14	1	0	1	2	1	11	0	2	0	37	93	0	1	79	54	6	68	0	539	1	0	36	0	10	4	11	1	28	3	1	5	109	0	0	0	0	0	0	0	0	1	0	1	293	2234	2	0	0	0	0	24	1	34	0	0	0	0	0	0	1	5	258	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__
ZOTU40	1	0	2	4	2	2	1	2	1	2	2	0	21	1	1	0	0	96	270	235	1	4	1	0	2	0	0	2	2	5	2	4	2	1	0	1	0	2	192	364	237	0	0	0	2	1	1	0	1	0	3	0	0	0	0	0	0	0	1	402	267	1036	0	0	0	1	2	0	0	15	0	25	0	1	1	1	0	0	0	0	156	116	159	3	0	0	0	2	1	1	2	0	8	1	3	14	7	0	0	10	0	749	679	702	0	1	0	0	1	0	34	0	4	403	65	34	0	0	1	1	0	0	699	690	186	0	19	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	 k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
ZOTU984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
ZOTU26	1	0	148	68	122	199	65	111	10	21	8	4	50	9	23	45	10	10	31	31	154	180	114	171	126	187	76	89	91	5	69	32	28	10	11	57	327	95	68	168	323	14	81	33	55	70	119	272	9	85	24	94	23	3	37	18	77	55	504	31	124	295	29	64	10	473	72	123	156	317	137	72	31	26	29	60	25	986	415	107	162	23	48	9	3	34	170	81	56	90	48	48	23	18	72	72	167	10	321	464	663	250	286	360	170	120	99	68	575	350	118	821	203	2	7	16	49	84	95	271	462	358	129	58	94	569	81	48	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	3	0	0	0	0	0	1	0	0	0	23	13	10	33	61	0	0	0	0	0	264	65	0	0	75	1	56	43	0	2	2	23	8	11	0	8	134	16	7	44	0	57	16	0	0	9	1	0	22	0	0	1	0	58	1	1	0	0	5	2	1	40	22	3	0	0	58	0	96	0	0	0	1	1	1	0	0	0	0	6	26	28	40	0	0	0	0	43	0	0	476	0	0	0	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__; s__
ZOTU320	3	0	0	1	2	0	6	1	0	0	0	0	1	1	0	0	0	25	0	4	5	1	4	1	0	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	16	0	20	0	0	0	0	13	0	0	0	0	0	0	20	2	0	0	7	1	12	0	4	0	0	0	9	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	26	0	8	0	1	0	101	0	1	0	142	0	82	10	1	0	2	3	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
ZOTU18	2	1	7	3	2	1	5	3	2	2	0	12	78	6	0	0	0	33	448	172	0	2	1	0	1	0	1	7	2	5	2	3	2	214	39	1	1	3	661	304	311	1	0	2	77	6	0	1	0	9	1	0	1	0	1	10	0	0	1	512	326	1267	3	0	2	2	0	0	0	0	0	0	0	0	42	133	43	26	2	0	311	408	53	0	0	0	12	9	1	5	0	2	0	0	0	13	150	104	0	1	3	2366	912	3379	0	0	17	69	0	0	0	1	0	0	44	0	3	2	134	1	0	0	1149	2604	1694	2	4	1	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__; g__; s__
ZOTU1013	1	2	92	77	37	250	76	58	13	10	12	29	28	42	23	60	27	27	41	37	52	120	131	79	55	56	18	46	7	11	3	22	20	9	10	61	65	44	0	153	9	11	11	32	18	25	22	37	32	22	19	4	2	29	0	13	15	26	24	64	4	107	2	65	65	21	47	25	212	42	12	28	8	2	4	6	2	98	16	76	139	11	27	0	2	25	6	17	10	6	3	10	4	4	6	55	21	4	39	39	92	12	177	82	0	16	29	12	37	13	28	80	30	7	11	1	140	23	30	102	141	148	42	19	101	196	4	45	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	204	0	7	12	1	0	0	0	 k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
ZOTU466	1	2	54	27	31	59	44	31	5	1	0	20	31	24	11	1	18	2	16	20	42	21	79	43	14	29	27	125	15	7	4	6	55	5	27	37	55	166	0	0	21	27	21	49	38	88	60	69	86	80	1	0	2	168	97	17	415	32	9	133	7	93	48	21	18	11	18	51	168	148	151	0	39	0	21	104	15	87	29	23	27	161	15	3	1	36	150	43	101	113	21	44	8	10	2	28	43	30	44	48	257	30	101	0	213	1	49	246	466	3	64	90	48	8	39	0	96	27	48	286	0	814	22	115	180	47	38	73	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU59	1	0	52	43	89	28	50	130	7	12	24	23	185	133	184	40	49	87	36	46	16	12	134	4	54	5	8	16	19	617	14	5	123	113	584	83	102	60	6	12	16	28	12	14	140	85	125	487	7	65	59	11	2	6	110	128	128	152	21	73	39	489	260	144	57	61	26	0	1	5	105	0	0	0	20	50	40	13	81	32	1	66	4	1	4	5	8	37	28	31	4	0	0	11	4	1	0	61	14	11	71	0	26	116	2	1	24	238	65	3	110	73	61	0	1	4	3	1	27	1	1	0	2	10	1	374	2	92	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__; s__
ZOTU871	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	12	0	0	0	0	24	294	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	11	0	0	0	0	1	50	75	0	0	0	1	1	63	0	0	0	0	0	0	0	0	1	0	0	0	0	441	579	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU204	2	0	152	116	53	260	62	104	10	17	25	193	101	31	23	72	39	18	53	50	115	208	139	352	115	127	203	90	125	15	32	35	83	37	208	118	322	57	229	301	72	149	197	131	689	242	73	249	41	103	95	308	12	209	181	77	75	69	20	154	133	380	120	359	152	49	76	183	59	98	65	143	16	114	136	142	193	119	19	39	7	59	37	241	17	60	48	3	28	12	10	20	7	22	4	24	81	42	32	27	9	25	0	221	46	17	63	5	0	2	2	26	3	6	1	4	14	286	42	78	334	3	3	8	45	109	6	22	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	62	59	329	0	0	40	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU78	1	0	5	6	15	15	1	8	1871	2020	889	2	5	17	1	0	5	1	9	18	10	4	11	3	11	13	5	17	4	2941	1162	788	76	12	9	1	1	77	84	69	0	7	4	3	2	1	25	8	0	3	1091	887	1645	2	4	35	3	1	27	31	75	0	14	16	7	0	4	7	3	33	4	3438	2212	1692	117	29	6	6	0	1	2	26	50	1	0	1	46	0	30	15	4	6	1689	980	1040	260	99	13	2	2	7	40	0	27	87	87	15	10	1	1	2	35	0	681	1707	4583	0	27	35	0	78	2	17	12	1	6	16	9	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1764	1	0	9	0	0	0	82	6	0	0	0	0	0	0	0	0	22	0	0	5	14	0	0	0	0	0	9	0	22	1	1	0	0	0	1	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	33	31	0	10	0	1	0	182	0	105	7	4	0	0	0	1	0	0	0	2	127	28	15	0	0	0	0	0	27	0	0	18	203	52	0	0	3	0	0	0	0	0	0	100	36	1	0	56	20	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU66	1	1	113	80	83	57	113	252	8	19	12	67	66	8	70	139	46	3	137	56	74	105	159	120	101	86	32	37	47	3	9	30	167	0	1	117	383	161	180	145	49	117	52	40	3	123	269	236	156	107	0	148	2	0	179	39	68	3	1	93	162	330	45	124	100	122	235	202	0	122	210	17	36	37	63	23	3	33	2	245	1	76	81	46	12	1	431	107	136	144	38	84	0	42	43	194	41	40	122	56	242	174	234	128	421	141	185	181	543	805	81	200	143	1	3	16	58	99	123	496	475	1	111	47	7	54	343	50	 k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trimorphomycetaceae; g__Saitozyma; s__Saitozyma_podzolica
ZOTU1511	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	119	0	0	0	0	0	0	0	0	0	81	0	0	73	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	6	0	1	5	0	0	0	0	0	0	240	9	27	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU787	1	0	2	10	5	46	16	0	0	1	0	0	3	0	0	0	5	0	3	21	3	0	6	0	0	2	22	38	11	0	1	0	0	1	5	24	0	0	0	0	0	0	0	1	0	0	18	0	0	9	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU2092	1	0	55	70	80	85	89	109	143	180	843	28	33	12	1021	225	440	101	166	250	62	71	52	88	6	46	29	55	2856	639	1445	646	55	66	37	233	418	29	280	340	82	18	56	92	64	105	100	62	76	28	146	168	367	63	3	56	19	198	161	480	177	654	88	13	228	114	80	73	726	105	72	427	691	221	75	168	34	53	59	93	1	113	79	17	10	12	32	56	99	54	7	15	9	53	79	22	69	18	52	37	354	254	321	792	0	11	25	21	43	3	31	97	90	1	2	14	144	0	235	289	0	0	148	407	208	28	61	50	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1055	1	0	12	21	2	0	0	11	9	0	0	1	20	0	0	0	0	0	0	0	10	13	30	0	0	1	1	20	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	0	0	7	6	0	0	0	0	0	2	0	1	50	1	0	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	19	1	2	3	9	17	0	3	0	31	0	0	22	0	12	0	0	0	0	0	0	129	0	0	0	0	38	0	33	0	0	0	0	0	0	0	0	31	0	0	21	19	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU154	1	0	7	1	0	0	0	3	0	0	0	0	2	3	2	1	0	59	0	0	12	5	1	0	1	19	0	0	3	0	2	9	0	0	7	2	0	0	0	0	0	0	0	3	0	19	13	15	22	14	0	0	0	0	0	3	1	1	0	1	0	0	0	0	5	13	1	3	0	16	43	23	0	0	6	10	0	44	0	8	1	0	0	0	0	0	36	0	73	12	8	28	0	9	0	7	0	6	25	11	11	10	0	119	0	0	0	125	0	0	0	150	19	0	0	0	0	74	0	721	960	0	8	0	36	1	73	64	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1833	0	3095	0	0	0	40	0	2	14	8	1	0	0	0	0	1	3	0	0	1	0	0	1	0	10	4	0	2	0	0	4	1	0	3	0	13	1	0	151	0	0	0	0	0	0	0	0	20	32	0	9	0	0	0	0	0	53	2	0	1	0	52	9	2	0	25	0	1	0	21	0	37	25	0	6	0	0	1	0	0	0	73	25	0	0	33	15	0	2	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	0	34	22	0	0	332	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia_arunalokei
ZOTU10	0	1	23	18	8	1	9	27	508	737	248	0	3	22	0	2	1	18	8	23	32	45	26	23	33	29	24	87	19	589	358	1101	32	4	4	8	0	6	117	77	1	1	29	8	0	24	9	117	2	58	582	1622	474	224	9	16	30	9	0	4	57	21	13	105	6	40	10	4	524	65	10	1290	692	320	0	20	6	14	4	16	76	2	8	4	2	2	65	18	73	44	11	7	1846	1725	486	26	48	5	31	29	160	7	17	24	13	1	18	58	34	0	26	46	17	3604	6269	2457	164	1	36	2	62	87	39	34	67	0	21	26	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU962	0	1	8	31	24	33	9	10	2	2	3	109	10	1	70	1	5	11	11	17	15	38	16	119	59	36	13	24	7	1	2	2	3	25	4	38	7	0	263	0	2	11	23	7	0	36	35	19	21	14	2	2	0	0	0	16	26	10	0	128	0	78	2	73	31	30	62	33	0	106	25	0	27	0	21	36	9	11	34	14	10	0	15	5	0	1	18	15	42	27	9	28	1	75	11	111	487	108	68	20	39	0	1	329	18	44	81	89	146	1	6	42	40	262	516	60	933	1205	694	4	14	1	486	1878	89	476	76	42	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU218	0	1	12	3	8	1	5	5	0	1	2	0	5	0	2	4	0	22	10	1	6	1	6	71	3	14	18	10	6	3	0	13	1	5	2	11	0	61	7	15	3	2	6	7	3	27	6	60	13	3	0	0	0	1	6	4	29	0	6	39	10	113	2	0	1	22	2	9	4	37	24	0	0	0	0	0	7	20	0	19	0	0	0	0	0	1	10	4	3	8	3	5	0	1	0	2	2	1	21	12	28	0	60	58	17	24	8	8	18	0	6	8	10	0	0	0	0	153	0	0	238	247	2	12	8	0	2	3	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1411	0	1	2	7	4	0	9	7	0	0	1	0	14	0	1	0	0	0	4	0	3	9	4	3	16	4	8	29	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	12	124	4	13	34	94	1	0	0	0	0	32	35	0	4	0	0	108	0	2	1	1	8	1	6	2	7	59	0	5	0	17	23	9	0	1	0	18	14	1	0	3	0	89	144	15	43	3	22	71	18	37	135	133	6	1	166	9	130	54	136	2	0	20	60	69	0	1	13	1	512	128	449	234	162	477	1	0	402	129	151	113	0	3	58	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__; s__
ZOTU1968	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Talaromyces; s__
ZOTU109	0	2	8	21	2	2	13	1	1	6	0	0	9	4	4	0	0	0	1	2	28	13	27	15	19	4	1	6	2	0	0	0	7	5	27	16	6	12	29	0	1	2	11	8	0	10	4	38	28	10	0	0	0	1	14	5	0	0	23	23	17	0	0	1	16	2	0	0	0	8	14	0	18	0	1	0	0	0	0	27	0	0	7	5	3	0	2	5	9	2	2	6	0	12	0	78	0	14	13	2	1	12	30	128	12	1	6	24	11	0	83	0	4	0	2	124	390	145	861	1	28	275	137	125	3	0	4	16	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
ZOTU367	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	2	2	5	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	1	0	0	34	0	0	0	0	0	2	1	0	1	0	0	0	9	9	1150	253	407	0	0	75	559	727	161	8	5	0	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__; s__
ZOTU424	0	1	9	2	4	71	7	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	2	0	0	0	0	0	0	0	8	0	0	0	0	19	0	0	0	0	0	0	8	6	64	1	0	0	20	0	0	0	1	0	0	2	0	0	0	0	0	0	9	0	1	0	0	0	0	16	24	0	0	0	0	2	0	0	0	9	0	0	0	0	1	0	61	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	96	0	0	0	0	4	53	49	7	1	1	80	0	0	0	1	0	0	0	11	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
ZOTU55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	4	4	0	3	3	5	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	611	89	40	0	0	1	0	1	0	0	0	1	0	3	3	0	177	1	4	63	5	1315	836	317	3	0	193	429	11	869	5	1	0	 k__Fungi; p__Mortierellomycota; c__; o__; f__; g__; s__
ZOTU45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5992	0	0	 k__Fungi; p__Basidiomycota; c__; o__; f__; g__; s__
ZOTU829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	7	25	0	10	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	43	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU42	0	1	30	29	103	38	8	13	1	32	1	1	10	110	2	0	2	20	24	52	111	21	58	126	57	9	160	7	68	9	13	1	0	14	3	7	12	0	56	0	0	26	22	26	6	65	297	41	16	63	1	0	1	0	0	40	0	15	1	45	71	0	22	0	56	122	24	97	1	82	93	1	0	1	0	11	142	61	158	13	117	43	56	5	8	2	213	62	63	69	24	6	31	2	0	30	19	2	392	12	248	0	169	0	1	291	77	970	0	1	143	394	151	0	1	13	4	146	1	2	487	1	0	162	0	379	120	103	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1233	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	77	44	252	95	7	0	0	0	61	0	0	1	198	214	24	7	31	0	42	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
